資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200807,2890,4,13898,171166559,1.51
20200807,2890,5,8160,145014228,1.28
20200807,2890,6,9766,241987128,2.14
20200807,2890,7,4362,151000261,1.33
20200807,2890,8,2815,127684797,1.13
20200807,2890,9,5348,375237695,3.32
20200807,2890,10,2568,353623174,3.13
20200807,2890,11,1170,325078254,2.88
20200807,2890,12,396,193388998,1.71
20200807,2890,13,176,121676598,1.07
20200807,2890,14,114,102875304,0.91
20200807,2890,15,688,8490779271,75.33
20200807,2890,16,0,0,0.00
20200807,2890,17,269813,11271054106,100.00
20200807,2891,1,153331,31276176,0.16
20200807,2891,2,227051,514074984,2.63
20200807,2891,3,61849,471424165,2.41
20200807,2891,4,25966,320957893,1.64
20200807,2891,5,16358,292887035,1.50
20200807,2891,6,15525,382911051,1.96
20200807,2891,7,7667,267847102,1.37
20200807,2891,8,4922,224651789,1.15
20200807,2891,9,9167,641918693,3.29
20200807,2891,10,4153,571520895,2.93
20200807,2891,11,1774,490334838,2.51
20200807,2891,12,530,258388909,1.32
20200807,2891,13,264,182090877,0.93
20200807,2891,14,159,141597265,0.72
20200807,2891,15,903,14705107897,75.42
20200807,2891,16,0,0,0.00
20200807,2891,17,529619,19496989569,100.00
20200807,2892,1,106813,25953224,0.20
20200807,2892,2,171544,382111628,3.06
20200807,2892,3,51607,368041650,2.95
20200807,2892,4,25067,297536577,2.38
20200807,2892,5,12489,217226627,1.74
20200807,2892,6,13427,322236698,2.58
20200807,2892,7,6980,239093958,1.91
20200807,2892,8,4278,191715538,1.53
20200807,2892,9,8711,598738000,4.80
20200807,2892,10,4446,596133423,4.78
20200807,2892,11,1698,462289232,3.70
20200807,2892,12,411,200543125,1.60
20200807,2892,13,186,129047398,1.03
20200807,2892,14,121,108570930,0.87
20200807,2892,15,629,8322704787,66.78
20200807,2892,16,0,0,0.00
20200807,2892,17,408407,12461942795,100.00
20200807,2897,1,1092,253886,0.01
20200807,2897,2,8459,20494390,0.84
20200807,2897,3,3888,35276714,1.46
20200807,2897,4,2361,26612065,1.10
20200807,2897,5,789,14971559,0.62
20200807,2897,6,693,17714726,0.73
20200807,2897,7,347,12477176,0.51
20200807,2897,8,274,12979178,0.53
20200807,2897,9,533,39222627,1.62
20200807,2897,10,260,36042290,1.49
20200807,2897,11,153,42101234,1.74
20200807,2897,12,68,33330014,1.38
20200807,2897,13,15,10398010,0.43
20200807,2897,14,8,7249205,0.30
20200807,2897,15,122,2103883227,87.18
20200807,2897,16,0,0,0.00
20200807,2897,17,19062,2413006301,100.00
20200807,2901,1,7520,285256,0.39
20200807,2901,2,1018,1788427,2.44
20200807,2901,3,99,729900,0.99
20200807,2901,4,44,550288,0.75
20200807,2901,5,28,515117,0.70
20200807,2901,6,25,633184,0.86
20200807,2901,7,26,941008,1.28
20200807,2901,8,9,410000,0.56
20200807,2901,9,25,1842702,2.52
20200807,2901,10,10,1443997,1.97
20200807,2901,11,11,3197230,4.37
20200807,2901,12,12,5287167,7.23
20200807,2901,13,4,2809000,3.84
20200807,2901,14,3,2794000,3.82
20200807,2901,15,8,49816007,68.20
20200807,2901,16,0,0,0.00
20200807,2901,17,8842,73043283,100.00
20200807,2902,1,5058,1306050,0.86
20200807,2902,2,4195,9422756,6.27
20200807,2902,3,1144,8611216,5.73
20200807,2902,4,446,5494183,3.65
20200807,2902,5,288,5351748,3.56
20200807,2902,6,278,7112919,4.73
20200807,2902,7,124,4469879,2.97
20200807,2902,8,84,3997115,2.66
20200807,2902,9,192,14169906,9.43
20200807,2902,10,88,12792385,8.51
20200807,2902,11,30,8457575,5.62
20200807,2902,12,7,3512700,2.33
20200807,2902,13,9,6415800,4.27
20200807,2902,14,7,6296460,4.19
20200807,2902,15,17,52817010,35.15
20200807,2902,16,0,0,0.00
20200807,2902,17,11967,150227702,100.00
20200807,2903,1,29825,6160701,0.43
20200807,2903,2,20332,43144033,3.04
20200807,2903,3,4108,28595374,2.01
20200807,2903,4,1578,18727646,1.32
20200807,2903,5,701,12279516,0.86
20200807,2903,6,706,16905940,1.19
20200807,2903,7,280,9649784,0.68
20200807,2903,8,155,6935244,0.48
20200807,2903,9,318,21395450,1.50
20200807,2903,10,167,22721016,1.60
20200807,2903,11,78,21023425,1.48
20200807,2903,12,33,16154512,1.14
20200807,2903,13,10,6954696,0.49
20200807,2903,14,11,9977624,0.70
20200807,2903,15,76,1176315628,83.01
20200807,2903,16,0,0,0.00
20200807,2903,17,58378,1416940589,100.00
20200807,2904,1,15055,757651,1.09
20200807,2904,2,3925,8484371,12.29
20200807,2904,3,633,5073595,7.34
20200807,2904,4,225,2869220,4.15
20200807,2904,5,127,2325246,3.36
20200807,2904,6,86,2235973,3.23
20200807,2904,7,49,1740114,2.52
20200807,2904,8,28,1292340,1.87
20200807,2904,9,57,4159655,6.02
20200807,2904,10,24,3332834,4.82
20200807,2904,11,6,1673813,2.42
20200807,2904,12,2,955000,1.38
20200807,2904,13,0,0,0.00
20200807,2904,14,1,810000,1.17
20200807,2904,15,4,33324620,48.27
20200807,2904,16,0,0,0.00
20200807,2904,17,20222,69034432,100.00
20200807,2905,1,10993,2610872,0.31
20200807,2905,2,9203,20026364,2.42
20200807,2905,3,2096,15850090,1.91
20200807,2905,4,771,9490064,1.14
20200807,2905,5,463,8183372,0.98
20200807,2905,6,411,10203980,1.23
20200807,2905,7,195,6812259,0.82
20200807,2905,8,113,5128756,0.62
20200807,2905,9,259,18357368,2.22
20200807,2905,10,101,14283885,1.72
20200807,2905,11,59,16553974,2.00
20200807,2905,12,29,14388258,1.74
20200807,2905,13,10,6445058,0.77
20200807,2905,14,10,9025967,1.09
20200807,2905,15,48,669322421,80.96
20200807,2905,16,0,0,0.00
20200807,2905,17,24761,826682688,100.00
20200807,2906,1,7585,2015257,0.96
20200807,2906,2,4371,9546409,4.56
20200807,2906,3,919,7002290,3.34
20200807,2906,4,310,3820429,1.82
20200807,2906,5,212,3827561,1.83
20200807,2906,6,198,4957980,2.37
20200807,2906,7,91,3198550,1.52
20200807,2906,8,51,2296534,1.09
20200807,2906,9,117,8812853,4.21
20200807,2906,10,50,7131997,3.41
20200807,2906,11,45,12715537,6.08
20200807,2906,12,8,3832453,1.83
20200807,2906,13,4,2848179,1.36
20200807,2906,14,1,815000,0.38
20200807,2906,15,21,136290064,65.17
20200807,2906,16,0,0,0.00
20200807,2906,17,13983,209111093,100.00
20200807,2908,1,8240,1504980,0.29
20200807,2908,2,5120,10550705,2.06
20200807,2908,3,997,6875134,1.34
20200807,2908,4,389,4527765,0.88
20200807,2908,5,159,2796760,0.54
20200807,2908,6,184,4386567,0.86
20200807,2908,7,88,2968988,0.58
20200807,2908,8,62,2782546,0.54
20200807,2908,9,98,6858018,1.34
20200807,2908,10,48,6544214,1.28
20200807,2908,11,32,8853696,1.73
20200807,2908,12,17,7866981,1.54
20200807,2908,13,6,4127652,0.80
20200807,2908,14,2,1802859,0.35
20200807,2908,15,34,437440693,85.79
20200807,2908,16,0,0,0.00
20200807,2908,17,15476,509887558,100.00
20200807,2910,1,1044,69936,0.03
20200807,2910,2,124,218167,0.10
20200807,2910,3,12,86392,0.04
20200807,2910,4,4,48452,0.02
20200807,2910,5,3,58000,0.02
20200807,2910,6,3,76780,0.03
20200807,2910,7,2,72817,0.03
20200807,2910,8,2,83100,0.03
20200807,2910,9,5,444000,0.21
20200807,2910,10,9,1216760,0.58
20200807,2910,11,4,1123000,0.53
20200807,2910,12,5,2351894,1.12
20200807,2910,13,6,4219522,2.02
20200807,2910,14,1,1000000,0.47
20200807,2910,15,37,197656180,94.69
20200807,2910,16,0,0,0.00
20200807,2910,17,1261,208725000,100.00
20200807,2911,1,18634,1349671,0.73
20200807,2911,2,8999,18673696,10.11
20200807,2911,3,1547,11582247,6.27
20200807,2911,4,507,6208312,3.36
20200807,2911,5,336,6151256,3.33
20200807,2911,6,258,6467497,3.50
20200807,2911,7,117,4173732,2.26
20200807,2911,8,74,3399317,1.84
20200807,2911,9,145,10343342,5.60
20200807,2911,10,57,7917885,4.28
20200807,2911,11,30,8420778,4.55
20200807,2911,12,14,6674660,3.61
20200807,2911,13,7,4760495,2.57
20200807,2911,14,4,3991000,2.16
20200807,2911,15,17,84563887,45.78
20200807,2911,16,0,0,0.00
20200807,2911,17,30746,184677775,100.00
20200807,2912,1,14618,2389299,0.22
20200807,2912,2,18449,31448588,3.02
20200807,2912,3,1165,8699086,0.83
20200807,2912,4,352,4397583,0.42
20200807,2912,5,166,3006836,0.28
20200807,2912,6,212,5296647,0.50
20200807,2912,7,92,3262390,0.31
20200807,2912,8,61,2756399,0.26
20200807,2912,9,185,13344374,1.28
20200807,2912,10,132,18769187,1.80
20200807,2912,11,97,28059292,2.69
20200807,2912,12,47,23446231,2.25
20200807,2912,13,39,26667059,2.56
20200807,2912,14,15,13916509,1.33
20200807,2912,15,101,854162775,82.16
20200807,2912,16,0,0,0.00
20200807,2912,17,35731,1039622255,100.00
20200807,2913,1,46356,10467849,1.32
20200807,2913,2,21379,47284043,5.98
20200807,2913,3,3969,30513677,3.86
20200807,2913,4,1214,15309512,1.93
20200807,2913,5,777,14334750,1.81
20200807,2913,6,654,16612991,2.10
20200807,2913,7,325,11671944,1.47
20200807,2913,8,207,9650661,1.22
20200807,2913,9,379,27709905,3.50
20200807,2913,10,184,25074404,3.17
20200807,2913,11,92,26448507,3.34
20200807,2913,12,35,16986968,2.15
20200807,2913,13,18,12329310,1.56
20200807,2913,14,10,9283325,1.17
20200807,2913,15,73,516322154,65.35
20200807,2913,16,0,0,0.00
20200807,2913,17,75672,790000000,100.00
20200807,2915,1,23396,6958452,1.23
20200807,2915,2,22536,46084689,8.15
20200807,2915,3,3216,24480963,4.33
20200807,2915,4,1018,12907163,2.28
20200807,2915,5,596,10902480,1.93
20200807,2915,6,534,13728592,2.43
20200807,2915,7,241,8622893,1.52
20200807,2915,8,195,9082449,1.60
20200807,2915,9,298,21476224,3.80
20200807,2915,10,146,20317379,3.59
20200807,2915,11,76,21456886,3.79
20200807,2915,12,17,7849655,1.38
20200807,2915,13,10,6854740,1.21
20200807,2915,14,3,2749000,0.48
20200807,2915,15,62,351389029,62.20
20200807,2915,16,0,0,0.00
20200807,2915,17,52344,564860594,100.00
20200807,2916,1,634,93838,0.17
20200807,2916,2,1263,2592954,4.74
20200807,2916,3,212,1617300,2.96
20200807,2916,4,84,1051731,1.92
20200807,2916,5,51,923710,1.69
20200807,2916,6,49,1216664,2.22
20200807,2916,7,14,491927,0.90
20200807,2916,8,15,707939,1.29
20200807,2916,9,22,1532963,2.80
20200807,2916,10,20,2700895,4.94
20200807,2916,11,10,2702866,4.94
20200807,2916,12,5,2487872,4.55
20200807,2916,13,2,1400405,2.56
20200807,2916,14,3,2694812,4.93
20200807,2916,15,13,32411002,59.33
20200807,2916,16,0,0,0.00
20200807,2916,17,2397,54626878,100.00
20200807,2920,1,250,100389,0.05
20200807,2920,2,350,963400,0.53
20200807,2920,3,174,1251543,0.69
20200807,2920,4,97,1164547,0.64
20200807,2920,5,43,734887,0.40
20200807,2920,6,40,958796,0.53
20200807,2920,7,10,339029,0.18
20200807,2920,8,10,416401,0.23
20200807,2920,9,16,1106059,0.61
20200807,2920,10,5,698982,0.38
20200807,2920,11,3,1068151,0.59
20200807,2920,12,0,0,0.00
20200807,2920,13,0,0,0.00
20200807,2920,14,3,2617063,1.44
20200807,2920,15,11,169245021,93.67
20200807,2920,16,0,0,0.00
20200807,2920,17,1012,180664268,100.00
20200807,2923,1,365,25635,0.00
20200807,2923,2,702,1316239,0.07
20200807,2923,3,120,962228,0.05
20200807,2923,4,26,337639,0.01
20200807,2923,5,24,459425,0.02
20200807,2923,6,19,500495,0.02
20200807,2923,7,11,379302,0.02
20200807,2923,8,7,327232,0.01
20200807,2923,9,18,1284511,0.07
20200807,2923,10,17,2341539,0.13
20200807,2923,11,9,2410300,0.13
20200807,2923,12,2,1061160,0.06
20200807,2923,13,2,1454000,0.08
20200807,2923,14,0,0,0.00
20200807,2923,15,10,1727437277,99.26
20200807,2923,16,0,0,0.00
20200807,2923,17,1332,1740296982,100.00
20200807,2924,1,143,13510,0.04
20200807,2924,2,160,321676,0.98
20200807,2924,3,18,150950,0.46
20200807,2924,4,10,131000,0.39
20200807,2924,5,7,125500,0.38
20200807,2924,6,10,229503,0.69
20200807,2924,7,4,151750,0.46
20200807,2924,8,2,93000,0.28
20200807,2924,9,9,619020,1.88
20200807,2924,10,9,1345565,4.10
20200807,2924,11,10,2575780,7.85
20200807,2924,12,3,1499000,4.56
20200807,2924,13,1,666630,2.03
20200807,2924,14,2,1807000,5.50
20200807,2924,15,9,23075290,70.34
20200807,2924,16,0,0,0.00
20200807,2924,17,397,32805174,100.00
20200807,2926,1,623,98312,0.20
20200807,2926,2,1424,2495576,5.26
20200807,2926,3,140,1017390,2.14
20200807,2926,4,52,639715,1.34
20200807,2926,5,34,584411,1.23
20200807,2926,6,24,577360,1.21
20200807,2926,7,11,408100,0.86
20200807,2926,8,10,482302,1.01
20200807,2926,9,23,1608302,3.39
20200807,2926,10,14,1911401,4.03
20200807,2926,11,7,1808355,3.81
20200807,2926,12,4,1943210,4.10
20200807,2926,13,0,0,0.00
20200807,2926,14,1,989626,2.08
20200807,2926,15,6,32825590,69.26
20200807,2926,16,0,0,0.00
20200807,2926,17,2373,47389650,100.00
20200807,2928,1,527,7074,0.01
20200807,2928,2,1448,2719686,5.74
20200807,2928,3,154,1216000,2.57
20200807,2928,4,41,535000,1.13
20200807,2928,5,24,439000,0.92
20200807,2928,6,16,405000,0.85
20200807,2928,7,7,234544,0.49
20200807,2928,8,8,349000,0.73
20200807,2928,9,18,1188000,2.51
20200807,2928,10,10,1336916,2.82
20200807,2928,11,5,1403694,2.96
20200807,2928,12,0,0,0.00
20200807,2928,13,0,0,0.00
20200807,2928,14,0,0,0.00
20200807,2928,15,6,37467240,79.20
20200807,2928,16,0,0,0.00
20200807,2928,17,2264,47301154,100.00
20200807,2929,1,7878,627770,0.66
20200807,2929,2,6152,13401037,14.11
20200807,2929,3,1133,8321355,8.76
20200807,2929,4,398,4957134,5.22
20200807,2929,5,248,4419751,4.65
20200807,2929,6,218,5422200,5.71
20200807,2929,7,100,3504520,3.69
20200807,2929,8,59,2655651,2.79
20200807,2929,9,95,6608627,6.95
20200807,2929,10,51,6888208,7.25
20200807,2929,11,18,5339452,5.62
20200807,2929,12,9,4344572,4.57
20200807,2929,13,3,2258509,2.37
20200807,2929,14,2,1770127,1.86
20200807,2929,15,10,24436379,25.73
20200807,2929,16,0,0,0.00
20200807,2929,17,16374,94955292,100.00
20200807,2936,1,56,4440,0.00
20200807,2936,2,574,1098560,1.43
20200807,2936,3,81,682000,0.89
20200807,2936,4,20,259000,0.33
20200807,2936,5,19,364000,0.47
20200807,2936,6,19,498000,0.65
20200807,2936,7,10,356000,0.46
20200807,2936,8,5,238000,0.31
20200807,2936,9,15,966000,1.26
20200807,2936,10,6,888000,1.15
20200807,2936,11,3,1034000,1.35
20200807,2936,12,2,924000,1.20
20200807,2936,13,1,662000,0.86
20200807,2936,14,0,0,0.00
20200807,2936,15,6,68581696,89.58
20200807,2936,16,0,0,0.00
20200807,2936,17,817,76555696,100.00
20200807,2937,1,57,2074,0.00
20200807,2937,2,291,530473,1.61
20200807,2937,3,34,278000,0.84
20200807,2937,4,27,337000,1.02
20200807,2937,5,11,207322,0.63
20200807,2937,6,5,128745,0.39
20200807,2937,7,5,186000,0.56
20200807,2937,8,6,269706,0.82
20200807,2937,9,6,477374,1.45
20200807,2937,10,7,1013042,3.08
20200807,2937,11,4,1328017,4.04
20200807,2937,12,1,453594,1.38
20200807,2937,13,0,0,0.00
20200807,2937,14,3,2757758,8.39
20200807,2937,15,13,24890895,75.74
20200807,2937,16,0,0,0.00
20200807,2937,17,470,32860000,100.00
20200807,2938,1,58,6181,0.03
20200807,2938,2,82,141475,0.70
20200807,2938,3,11,76380,0.37
20200807,2938,4,9,101600,0.50
20200807,2938,5,2,32960,0.16
20200807,2938,6,10,244553,1.21
20200807,2938,7,8,292940,1.45
20200807,2938,8,5,223220,1.10
20200807,2938,9,5,362642,1.80
20200807,2938,10,5,618000,3.06
20200807,2938,11,1,310220,1.54
20200807,2938,12,0,0,0.00
20200807,2938,13,0,0,0.00
20200807,2938,14,0,0,0.00
20200807,2938,15,2,17729829,88.03
20200807,2938,16,0,0,0.00
20200807,2938,17,198,20140000,100.00
20200807,2939,1,165,10159,0.02
20200807,2939,2,813,1548285,3.38
20200807,2939,3,82,634669,1.38
20200807,2939,4,24,298280,0.65
20200807,2939,5,20,374000,0.81
20200807,2939,6,20,526000,1.14
20200807,2939,7,10,362395,0.79
20200807,2939,8,8,355000,0.77
20200807,2939,9,19,1423238,3.11
20200807,2939,10,14,2190600,4.78
20200807,2939,11,6,1676150,3.66
20200807,2939,12,5,2494900,5.45
20200807,2939,13,0,0,0.00
20200807,2939,14,4,3651028,7.98
20200807,2939,15,11,30203961,66.02
20200807,2939,16,0,0,0.00
20200807,2939,17,1201,45748665,100.00
20200807,2942,1,910,123714,0.20
20200807,2942,2,540,1064569,1.77
20200807,2942,3,68,521096,0.86
20200807,2942,4,20,256991,0.42
20200807,2942,5,16,293656,0.48
20200807,2942,6,16,389720,0.64
20200807,2942,7,7,251600,0.41
20200807,2942,8,8,370302,0.61
20200807,2942,9,10,712520,1.18
20200807,2942,10,6,842745,1.40
20200807,2942,11,1,311734,0.51
20200807,2942,12,3,1343641,2.23
20200807,2942,13,1,675000,1.12
20200807,2942,14,0,0,0.00
20200807,2942,15,7,52842712,88.07
20200807,2942,16,0,0,0.00
20200807,2942,17,1613,60000000,100.00
20200807,2945,1,157,27234,0.04
20200807,2945,2,390,760626,1.26
20200807,2945,3,29,201881,0.33
20200807,2945,4,8,98294,0.16
20200807,2945,5,3,56044,0.09
20200807,2945,6,2,46471,0.07
20200807,2945,7,3,111862,0.18
20200807,2945,8,1,42000,0.07
20200807,2945,9,3,174977,0.29
20200807,2945,10,1,137494,0.22
20200807,2945,11,1,331032,0.55
20200807,2945,12,3,1582796,2.63
20200807,2945,13,1,680131,1.13
20200807,2945,14,0,0,0.00
20200807,2945,15,3,55749158,92.91
20200807,2945,16,0,0,0.00
20200807,2945,17,605,60000000,100.00
20200807,3001,1,1748,376858,0.48
20200807,3001,2,2807,6789068,8.75
20200807,3001,3,1004,8084506,10.42
20200807,3001,4,369,4571506,5.89
20200807,3001,5,287,5385383,6.94
20200807,3001,6,248,6315939,8.14
20200807,3001,7,110,4048911,5.22
20200807,3001,8,100,4754631,6.13
20200807,3001,9,126,9282827,11.96
20200807,3001,10,61,8628771,11.12
20200807,3001,11,22,6126914,7.89
20200807,3001,12,7,3418700,4.40
20200807,3001,13,2,1321500,1.70
20200807,3001,14,2,1921227,2.47
20200807,3001,15,5,6530205,8.41
20200807,3001,16,0,0,0.00
20200807,3001,17,6898,77556946,100.00
20200807,3002,1,1369,242507,0.23
20200807,3002,2,2106,4864164,4.76
20200807,3002,3,487,3868025,3.79
20200807,3002,4,191,2403653,2.35
20200807,3002,5,107,2012253,1.97
20200807,3002,6,97,2436339,2.38
20200807,3002,7,51,1831494,1.79
20200807,3002,8,39,1782618,1.74
20200807,3002,9,69,4918817,4.82
20200807,3002,10,32,4367457,4.28
20200807,3002,11,12,3413524,3.34
20200807,3002,12,11,5255599,5.15
20200807,3002,13,1,749968,0.73
20200807,3002,14,0,0,0.00
20200807,3002,15,10,63853582,62.60
20200807,3002,16,0,0,0.00
20200807,3002,17,4582,102000000,100.00
20200807,3003,1,1548,312764,0.20
20200807,3003,2,7692,15399425,9.89
20200807,3003,3,924,7503751,4.82
20200807,3003,4,270,3525719,2.26
20200807,3003,5,206,3841186,2.46
20200807,3003,6,147,3827236,2.45
20200807,3003,7,83,2998492,1.92
20200807,3003,8,47,2164412,1.39
20200807,3003,9,70,5115472,3.28
20200807,3003,10,50,7181723,4.61
20200807,3003,11,12,3038266,1.95
20200807,3003,12,5,2376241,1.52
20200807,3003,13,7,4656548,2.99
20200807,3003,14,1,989019,0.63
20200807,3003,15,26,92724636,59.57
20200807,3003,16,0,0,0.00
20200807,3003,17,11088,155654890,100.00
20200807,3004,1,5185,396542,0.75
20200807,3004,2,3481,6885604,13.07
20200807,3004,3,389,3073949,5.83
20200807,3004,4,128,1669412,3.17
20200807,3004,5,71,1296285,2.46
20200807,3004,6,49,1227120,2.33
20200807,3004,7,42,1506843,2.86
20200807,3004,8,20,933376,1.77
20200807,3004,9,37,2715701,5.15
20200807,3004,10,11,1507000,2.86
20200807,3004,11,7,2015357,3.82
20200807,3004,12,2,1018684,1.93
20200807,3004,13,1,709000,1.34
20200807,3004,14,0,0,0.00
20200807,3004,15,4,27692282,52.59
20200807,3004,16,0,0,0.00
20200807,3004,17,9427,52647155,100.00
20200807,3005,1,12888,430717,0.07
20200807,3005,2,11309,23567028,4.02
20200807,3005,3,1683,13667286,2.33
20200807,3005,4,465,6005590,1.02
20200807,3005,5,299,5614700,0.95
20200807,3005,6,224,5764070,0.98
20200807,3005,7,138,4991855,0.85
20200807,3005,8,98,4517929,0.77
20200807,3005,9,165,12160154,2.07
20200807,3005,10,105,14523517,2.48
20200807,3005,11,67,18932122,3.23
20200807,3005,12,17,8433361,1.44
20200807,3005,13,15,10618352,1.81
20200807,3005,14,9,8019611,1.37
20200807,3005,15,66,447962358,76.54
20200807,3005,16,0,0,0.00
20200807,3005,17,27548,585208650,100.00
20200807,3006,1,16346,1080674,0.37
20200807,3006,2,19847,40790147,14.27
20200807,3006,3,2955,23726539,8.30
20200807,3006,4,807,10266902,3.59
20200807,3006,5,525,9786111,3.42
20200807,3006,6,419,10864932,3.80
20200807,3006,7,192,6860825,2.40
20200807,3006,8,120,5617065,1.96
20200807,3006,9,213,14995888,5.24
20200807,3006,10,107,15153446,5.30
20200807,3006,11,57,16304166,5.70
20200807,3006,12,22,10896240,3.81
20200807,3006,13,13,9057192,3.16
20200807,3006,14,7,6505835,2.27
20200807,3006,15,35,103852963,36.34
20200807,3006,16,0,0,0.00
20200807,3006,17,41665,285758925,100.00
20200807,3008,1,16644,523705,0.39
20200807,3008,2,3495,5831446,4.34
20200807,3008,3,289,2194966,1.63
20200807,3008,4,159,2007808,1.49
20200807,3008,5,93,1647891,1.22
20200807,3008,6,118,2963392,2.20
20200807,3008,7,70,2449100,1.82
20200807,3008,8,42,1911588,1.42
20200807,3008,9,112,8000826,5.96
20200807,3008,10,80,11846406,8.83
20200807,3008,11,48,13356219,9.95
20200807,3008,12,24,11775876,8.77
20200807,3008,13,9,6437630,4.79
20200807,3008,14,2,1783000,1.32
20200807,3008,15,16,61410344,45.78
20200807,3008,16,0,0,0.00
20200807,3008,17,21201,134140197,100.00
20200807,3010,1,8477,527686,0.22
20200807,3010,2,6553,13538483,5.85
20200807,3010,3,1207,9146567,3.95
20200807,3010,4,428,5334193,2.30
20200807,3010,5,238,4334686,1.87
20200807,3010,6,226,5675776,2.45
20200807,3010,7,123,4305626,1.86
20200807,3010,8,83,3773977,1.63
20200807,3010,9,145,10384148,4.48
20200807,3010,10,86,12143813,5.24
20200807,3010,11,46,12950603,5.59
20200807,3010,12,15,7091359,3.06
20200807,3010,13,8,5676351,2.45
20200807,3010,14,5,4630547,2.00
20200807,3010,15,34,131876323,56.99
20200807,3010,16,0,0,0.00
20200807,3010,17,17674,231390138,100.00
20200807,3011,1,8074,474839,0.42
20200807,3011,2,3687,8800910,7.80
20200807,3011,3,1069,8594884,7.62
20200807,3011,4,328,4117634,3.65
20200807,3011,5,251,4747130,4.21
20200807,3011,6,194,5025340,4.45
20200807,3011,7,99,3541308,3.14
20200807,3011,8,79,3678427,3.26
20200807,3011,9,142,10391790,9.21
20200807,3011,10,69,10012490,8.88
20200807,3011,11,28,8285260,7.35
20200807,3011,12,18,8734448,7.74
20200807,3011,13,8,5524756,4.90
20200807,3011,14,1,885923,0.78
20200807,3011,15,16,29904112,26.52
20200807,3011,16,0,0,0.00
20200807,3011,17,14063,112719251,100.00
20200807,3013,1,1444,207405,0.13
20200807,3013,2,5123,11868163,7.61
20200807,3013,3,1125,9447175,6.05
20200807,3013,4,316,4151865,2.66
20200807,3013,5,296,5636013,3.61
20200807,3013,6,237,6269923,4.02
20200807,3013,7,88,3214906,2.06
20200807,3013,8,61,2907548,1.86
20200807,3013,9,158,11208585,7.18
20200807,3013,10,67,9205306,5.90
20200807,3013,11,29,8429838,5.40
20200807,3013,12,9,4294877,2.75
20200807,3013,13,2,1313000,0.84
20200807,3013,14,2,1830708,1.17
20200807,3013,15,15,75949706,48.70
20200807,3013,16,0,0,0.00
20200807,3013,17,8972,155935018,100.00
20200807,3014,1,14428,2042538,1.26
20200807,3014,2,11307,22550184,13.99
20200807,3014,3,1446,11332437,7.03
20200807,3014,4,381,4914034,3.05
20200807,3014,5,238,4363606,2.70
20200807,3014,6,224,5770313,3.58
20200807,3014,7,107,3844641,2.38
20200807,3014,8,82,3774778,2.34
20200807,3014,9,143,10260238,6.36
20200807,3014,10,78,10641131,6.60
20200807,3014,11,53,14963401,9.28
20200807,3014,12,11,5603566,3.47
20200807,3014,13,14,9952398,6.17
20200807,3014,14,5,4404646,2.73
20200807,3014,15,19,46662213,28.96
20200807,3014,16,0,0,0.00
20200807,3014,17,28536,161080124,100.00
20200807,3015,1,3615,1297241,0.69
20200807,3015,2,6210,13548494,7.23
20200807,3015,3,1099,8656644,4.62
20200807,3015,4,299,3681606,1.96
20200807,3015,5,230,4135442,2.20
20200807,3015,6,195,4941119,2.63
20200807,3015,7,121,4281947,2.28
20200807,3015,8,72,3336403,1.78
20200807,3015,9,110,7813726,4.17
20200807,3015,10,50,7143096,3.81
20200807,3015,11,41,11439366,6.10
20200807,3015,12,18,8632102,4.60
20200807,3015,13,5,3562923,1.90
20200807,3015,14,5,4411152,2.35
20200807,3015,15,27,100380689,53.60
20200807,3015,16,0,0,0.00
20200807,3015,17,12097,187261950,100.00
20200807,3016,1,11371,554992,0.19
20200807,3016,2,12840,23509872,8.45
20200807,3016,3,1261,10066923,3.61
20200807,3016,4,315,4012128,1.44
20200807,3016,5,191,3572727,1.28
20200807,3016,6,163,4160405,1.49
20200807,3016,7,60,2142389,0.77
20200807,3016,8,55,2588992,0.93
20200807,3016,9,69,4746426,1.70
20200807,3016,10,41,5705315,2.05
20200807,3016,11,23,6972612,2.50
20200807,3016,12,12,5912926,2.12
20200807,3016,13,7,5097030,1.83
20200807,3016,14,3,2683551,0.96
20200807,3016,15,10,196385855,70.61
20200807,3016,16,0,0,0.00
20200807,3016,17,26421,278112143,100.00
20200807,3017,1,10131,1264662,0.35
20200807,3017,2,19073,37948564,10.74
20200807,3017,3,2332,18674292,5.28
20200807,3017,4,589,7543471,2.13
20200807,3017,5,406,7643298,2.16
20200807,3017,6,284,7335518,2.07
20200807,3017,7,130,4709350,1.33
20200807,3017,8,105,4988267,1.41
20200807,3017,9,169,12739881,3.60
20200807,3017,10,77,10975298,3.10
20200807,3017,11,52,15128788,4.28
20200807,3017,12,30,14637361,4.14
20200807,3017,13,10,7017644,1.98
20200807,3017,14,9,7915000,2.24
20200807,3017,15,39,194788763,55.13
20200807,3017,16,0,0,0.00
20200807,3017,17,33436,353310157,100.00
20200807,3018,1,16407,402840,0.54
20200807,3018,2,2811,5868545,7.98
20200807,3018,3,537,4209475,5.72
20200807,3018,4,173,2187821,2.97
20200807,3018,5,123,2257009,3.07
20200807,3018,6,119,3016643,4.10
20200807,3018,7,47,1676513,2.28
20200807,3018,8,33,1518272,2.06
20200807,3018,9,73,5205265,7.08
20200807,3018,10,39,5311240,7.22
20200807,3018,11,14,3960068,5.38
20200807,3018,12,8,3715894,5.05
